tweet_id,author_id,inbound,created_at,text,response_tweet_id,in_response_to_tweet_id
3568,McDonalds,FALSE,Tue Oct 31 22:24:03 +0000 2017,@116562 That feeling when you get home and check out your #Halloween candy stash. #TrickorTweet https://t.co/eFEQnkYY0O,,485
3569,McDonalds,FALSE,Tue Oct 31 22:23:42 +0000 2017,"@116563 Our heartâ€™s beating faster over here, and itâ€™s not from all the scares. #TrickorTweet https://t.co/stK3ry3t6I",,425
3570,McDonalds,FALSE,Tue Oct 31 22:18:54 +0000 2017,@116564 Chocolate chip cookies + McFlurry = everything youâ€™ve ever been missing. #TrickorTweet https://t.co/JhDBIPQvoT,3571,482
7938,McDonalds,FALSE,Tue Oct 31 23:28:48 +0000 2017,@117364 Things are getting majorly spooky behind this door...waitâ€¦actuallyâ€¦never mind. #TrickorTweet https://t.co/AsVeIXA8b6,,437
7942,McDonalds,FALSE,Tue Oct 31 23:23:39 +0000 2017,@117366 Have we got THE trick up our sleeves just for you. #TrickorTweet https://t.co/0q8MAgu31U,,438
7943,McDonalds,FALSE,Tue Oct 31 23:03:41 +0000 2017,@117367 #Halloween is the perfect time to turn up the beats and the scares. #TrickorTweet https://t.co/YurkiXn7Ag,,7944
7945,McDonalds,FALSE,Tue Oct 31 23:03:40 +0000 2017,@117367 Thereâ€™s something spoooooky heading your way. Hope you can handle it! ðŸ‘» #TrickorTweet https://t.co/Z8wr1KOjDh,,7944
50111,McDonalds,FALSE,Wed Nov 22 22:08:27 +0000 2017,"@127226 Hi, Logan! We agree, they're just that good! Come see us again soon :)",,50112
50618,McDonalds,FALSE,Wed Nov 01 17:12:30 +0000 2017,"@127357 When you're there, grab one for us!",50619,50620
50621,McDonalds,FALSE,Wed Nov 01 17:11:00 +0000 2017,"@127358 Glad we can make your day, Jasmine!",50622,50623
52804,McDonalds,FALSE,Wed Nov 01 18:13:25 +0000 2017,@127884 * Hold LB double tap B * ðŸŽ® â¤ï¸,,52805
52806,McDonalds,FALSE,Wed Nov 01 18:09:25 +0000 2017,@127885 Glad you treated yourself! Maybe we can be best fry-nds! Let's hang out soon!,52807,52808
54959,McDonalds,FALSE,Wed Nov 01 18:59:25 +0000 2017,"@128457 Letâ€™s be honest, Katrina, will anything be as good as Chicken McNuggets?",54960,54961
57346,McDonalds,FALSE,Wed Nov 01 19:18:01 +0000 2017,"@129002 We feel ya, Trell!. Breakfast just tastes so right.",,57347
57348,McDonalds,FALSE,Wed Nov 01 19:17:24 +0000 2017,"@129003 Thanks for sharing your love, Heather! :)",,57349
59417,McDonalds,FALSE,Wed Nov 01 20:40:00 +0000 2017,"@129547 Attention Earth! We need a hero to step up and get Tyler some breakfast, pronto! :)",59418,59419
59420,McDonalds,FALSE,Wed Nov 01 20:29:56 +0000 2017,"@129549 Yâ€™know, youâ€™re right, Kyle!",,59421
59422,McDonalds,FALSE,Wed Nov 01 20:11:25 +0000 2017,"@129550 Breakfast game on point, Emily!",,59423
61863,McDonalds,FALSE,Wed Nov 01 21:10:28 +0000 2017,"@130168 This is what dreams are made of, Tess! Hopefully the rest of your year goes great.",,61864
70003,McDonalds,FALSE,Fri Sep 15 19:34:08 +0000 2017,McDonald's is delivering for your #BigNightIn! Now it's time to find your perfect meal w/ #McDelivery on @115877 https://t.co/A737yy92iw,"70004,70005,70002,70006,70007,70008,70009,70010,70011,70012,70013,70014,70015,70016,70017,70018,70019,70020,70021,70022,70023,70024,70025,70026,70027,70028,70029,70030,70031,70032,70033,70034,70035,70036,70037,70038,70039,70040,70041,70042,70043,70044,70045,70046,70047,70048,70049,70050,70051,70052,70053,70054,70055,70056,70057,70058,70059,70060,70061,70062,70063,70064,70065,70066,70067,70068,70069,70070,70071,70072,70073,70074,70075,70076,70077,70078,70079,70080,70081,70082,70083,70084,70085,70086,70087,70088,70089,70090,70091,70092,70093,70094,70095,70096,70097,70098,70099,70100,70101,70102,70103,70104,70105,70106,70107,70108,70109,70110,70111,70112,70113,70114,70115,70116,70117,70118,70119,70120,70121,70122,70123,70124,70125,70126,70127,70128,70129,70130,70131,70132,70133,70134,70135,70136,70137,70138,70139,70140,70141,70142,70143,70144,70145,70146,70147,70148,70149,70150,70151,70152,70153,70154,70155,70156,70157,70158,70159,70160,70161,70162,70163,70164,70165,70166,70167,70168,70169,70170,70171,70172,70173,70174,70175,70176,70177,70178,70179,70180,70181,70182,70183,70184,70185,70186,70187,70188,70189,70190,70191,70192,70193,70194,70195,70196,70197,70198,70199,70200,70201,70202,70203,70204,70205,70206,70207,70208,70209,70210,70211,70212,70213,70214,70215,70216,70217,70218,70219,70220,70221,70222,70223,70224,70225,70226,70227,70228,70229,70230,70231,70232,70233,70234,70235,70236,70237,70238,70239,70240,70241,70242,70243,70244,70245,70246,70247,70248,70249,70250,70251,70252,70253,70254,70255,70256,70257,70258,70259,70260,70261,70262,70263,70264,70265,70266,70267,70268,70269,70270,70271,70272,70273,70274,70275,70276,70277,70278,70279,70280,70281,70282,70283,70284,70285,70286,70287,70288,70289,70290,70291,70292,70293,70294,70295,70296,70297,70298,70299,70300,70301,70302,70303,70304,70305,70306,70307,70308,70309,70310,70311,70312,70313,70314,70315,70316,70317,70318,70319,70320,70321,70322,70323,70324,70325,70326,70327,70328,70329,70330,70331,70332,70333,70334,70335,70336,70337,70338,70339,70340,70341,70342,70343,70344,70345,70346,70347,70348,70349,70350,70351,70352,70353,70354,70355,70356,70357,70358,70359,70360,70361,70362,70363,70364,70365,70366,70367,70368,70369,70370,70371,70372,70373,70374,70375,70376,70377,70378,70379,70380,70381,70382,70383,70384,70385,70386,70387,70388,70389,70390,70391,70392,70393,70394,70395,70396,70397,70398,70399,70400,70401,70402,70403,70404,70405,70406,70407,70408,70409,70410,70411,70412,70413,70414,70415,70416,70417,70418,70419,70420,70421,70422,70423,70424,70425,70426,70427,70428,70429,70430,70431,70432,70433,70434,70435,70436,70437,70438,70439,70440,70441,70442,70443,70444,70445,70446,70447,70448,70449,70450,70451,70452,70453,70454,70455,70456,70457,70458,70459,70460,70461,70462,70463,70464,70465,70466,70467,70468,70469,70470,70471,70472,70473,70474,70475,70476,70477,70478,70479,70480,70481,70482,70483,70484,70485,70486,70487,70488,70489,70490,70491,70492,70493,70494,70495,70496,70497,70498,70499,70500,70501,70502,70503,70504,70505,70506,70507,70508,70509,70510,70511,70512,70513,70514,70515,70516,70517,70518,70519,70520,70521,70522,70523,70524,70525,70526,70527,70528,70529,70530,70531,70532,70533,70534,70535,70536,70537,70538,70539,70540,70541,70542,70543,70544,70545,70546,70547,70548,70549,70550,70551,70552,70553,70554,70555,70556,70557,70558,70559,70560,70561,70562,70563,70564,70565,70566,70567,70568,70569,70570,70571,70572,70573,70574,70575,70576,70577,70578,70579,70580,70581,70582,70583,70584,70585,70586,70587,70588,70589,70590,70591,70592,70593,70594,70595,70596,70597,70598,70599,70600,70601,70602,70603,70604,70605,70606,70607,70608,70609,70610,70611,70612,70613,70614,70615,70616,70617,70618,70619,70620,70621,70622,70623,70624,70625,70626",
78911,McDonalds,FALSE,Fri Sep 08 18:04:15 +0000 2017,Itâ€™s HERE! Slide into a #BigNightIn with McDonaldâ€™s. Download @115877 and get McDonaldâ€™s delivered to you ðŸŽ‰ https://t.co/jlAUD6cbSX,"78912,78913,78914,78910,78915,78916,78917,78918,78919,78920,78921,78922,78923,78924,78925,78926,78927,78928,78929,78930,78931,78932,78933,78934,78935,78936,78937,78938,78939,78940,78941,78942,78943,78944,78945,78946,78947,78948,78949,78950,78951,78952,78953,78954,78955,78956,78957,78958,78959,78960,78961,78962,78963,78964,78965,78966,78967,78968,78969,78970,78971,78972,78973,78974,78975,78976,78977,78978,78979,78980,78981,78982,78983,78984,78985,78986,78987,78988,78989,78990,78991,78992,78993,78994,78995,78996,78997,78998,78999,79000,79001,79002,79003,79004,79005,79006,79007,79008,79009,79010,79011,79012,79013,79014,79015,79016,79017,79018,79019,79020,79021,79022,79023,79024,79025,79026,79027,79028,79029,79030,79031,79032,79033,79034,79035,79036,79037,79038,79039,79040,79041,79042,79043,79044,79045,79046,79047,79048,79049,79050,79051,79052,79053,79054,79055,79056,79057,79058,79059,79060,79061,79062,79063,79064,79065,79066,79067,79068,79069,79070,79071,79072,79073,79074,79075,79076,79077,79078,79079,79080,79081,79082,79083,79084,79085,79086,79087,79088,79089,79090,79091,79092,79093,79094,79095,79096,79097,79098,79099,79100,79101,79102,79103,79104,79105,79106,79107,79108,79109,79110,79111,79112,79113,79114,79115,79116,79117,79118,79119,79120,79121,79122,79123,79124,79125,79126,79127,79128,79129,79130,79131,79132,79133,79134,79135,79136,79137,79138,79139,79140,79141,79142,79143,79144,79145,79146,79147,79148,79149,79150,79151,79152,79153,79154,79155,79156,79157,79158,79159,79160,79161,79162,79163,79164,79165,79166,79167,79168,79169,79170,79171,79172,79173,79174,79175,79176,79177,79178,79179,79180,79181,79182,79183,79184,79185,79186,79187,79188,79189,79190,79191,79192,79193,79194,79195,79196,79197,79198,79199,79200,79201,79202,79203,79204,79205,79206,79207,79208,79209,79210,79211,79212,79213,79214,79215,79216,79217,79218,79219,79220,79221,79222,79223,79224,79225,79226,79227,79228,79229,79230,79231,79232,79233,79234,79235,79236,79237,79238,79239,79240,79241,79242,79243,79244,79245,79246,79247,79248,79249,79250,79251,79252,79253,79254,79255,79256,79257,79258,79259,79260,79261,79262,79263,79264,79265,79266,79267,79268,79269,79270,79271,79272,79273,79274,79275,79276,79277,79278,79279,79280,79281,79282,79283,79284,79285,79286,79287,79288,79289,79290,79291,79292,79293,79294,79295,79296,79297,79298,79299,79300,79301,79302,79303,79304,79305,79306,79307,79308,79309",
84062,McDonalds,FALSE,Thu Nov 30 13:53:32 +0000 2017,@134478 That's what we like to hear! You sound like you have great taste! Hope to see you again soon :),,84063
84064,McDonalds,FALSE,Thu Nov 30 13:23:29 +0000 2017,"@134479 Cody, show us your McRib love and compete to win the Last McRib of the Season! See Official Rules at https://t.co/R4AuUj4G6z",,84065
84066,McDonalds,FALSE,Thu Nov 30 13:13:23 +0000 2017,"@134481 Thatâ€™s cool, Jamie! Sounds like you have great taste! :)",84067,84068
84069,McDonalds,FALSE,Thu Nov 30 12:58:29 +0000 2017,"@134482 Aw, youâ€™re a real SWEETheart Kam:)",,84070
92369,McDonalds,FALSE,Thu Nov 30 15:23:24 +0000 2017,@136010 Alert! We have a McDâ€™s emergency! Someone get Miguel French Fries stat!,,92370
92371,McDonalds,FALSE,Thu Nov 30 15:08:24 +0000 2017,"@136011 that's great to hear! Sounds like youâ€™re livinâ€™ the dream, Emily:)",,92372
92373,McDonalds,FALSE,Thu Nov 30 15:03:27 +0000 2017,"@136012 Great question, Ellie! Szechuan Sauce isnâ€™t coming back for good, but itâ€™ll be back for round 3. You can expect a larger quantity in all participating US locations this winter for a limited time.",,92374
92375,McDonalds,FALSE,Wed Nov 29 18:58:27 +0000 2017,"@136013 Hey, Gary! The best fans in the multiverse deserve more Szechuan Sauce. A larger quantity is coming to all locations across the US, this winter.",92374,92376
92377,McDonalds,FALSE,Fri Nov 10 19:55:25 +0000 2017,The McRibÂ® is back! Track down the saucy sandwich you love with the McRib Finder App. Download it now. https://t.co/ItpHeCh01M,"92378,92379,92380,92381,92382,92383,92384,92385,92386,92387,92388,92389,92390,92391,92392,92393,92394,92395,92396,92397,92398,92399,92400,92401,92402,92403,92404,92405,92406,92407,92408,92409,92410,92411,92412,92413,92414,92415,92416,92417,92418,92419,92420,92421,92422,92423,92424,92425,92426,92427,92428,92429,92430,92431,92432,92433,92434,92435,92436,92437,92438,92439,92440,92441,92442,92443,92444,92445,92446,92447,92448,92449,92450,92451,92452,92453,92454,92455,92456,92457,92458,92459,92460,92461,92462,92463,92464,92465,92376",
92466,McDonalds,FALSE,Thu Nov 30 14:53:24 +0000 2017,"@136014 Love is in the eye of the beholder, so we hope youâ€™ll get to be holdinâ€™ more Fresh Baked Chocolate Chip Cookies soon.",,92467
92468,McDonalds,FALSE,Thu Nov 30 14:53:24 +0000 2017,"@136015 Lucky you,Nathan! Looks like your morning is off to a hot &amp; tasty start! :)",,92469
92470,McDonalds,FALSE,Thu Nov 30 14:48:28 +0000 2017,"@136016 Hey, Andrew! We love our sauces so much, it'd be rude to play favorites.",,92471
92472,McDonalds,FALSE,Thu Nov 30 14:48:28 +0000 2017,@136017 We hear you Jemelaine! Whoâ€™s in charge of â€œOperation: Get Jemelaine Chicken McNuggest?,,92473
92474,McDonalds,FALSE,Thu Nov 30 14:43:25 +0000 2017,@136018 Thanks for sharing the love Kay! The cookies ARE pretty awesome. Hope to see you soon :),,92475
92476,McDonalds,FALSE,Thu Nov 30 14:38:23 +0000 2017,"@136019 Aw, thanks Lesley, you must be the sweetest person on Earth! Hope to see you soon :)",,92477
92478,McDonalds,FALSE,Thu Nov 30 14:38:23 +0000 2017,"@134482 Hi, Kam! That sounds great! We want you to be happy with your meal, so we encourage you to customize your order to your tastes.",,92479
92480,McDonalds,FALSE,Thu Nov 30 14:38:23 +0000 2017,"@136020 Thatâ€™s great to hear, Zae! Sounds like you have great taste! :)",,92481
92482,McDonalds,FALSE,Thu Nov 30 14:08:26 +0000 2017,"@136021 Marva, they say good things come to those who waitâ€”but everyone knows even better things come to those who act fast! See you soon :)",,92483
97399,McDonalds,FALSE,Thu Nov 30 16:43:28 +0000 2017,@137293 Because you deserve nothing but the best! :),,97400
97401,McDonalds,FALSE,Thu Nov 30 16:43:28 +0000 2017,@137294 Alert! We have a McDâ€™s emergency! Someone get Hannah a Holiday Pie stat! Happy Holidays!,,97402
97403,McDonalds,FALSE,Thu Nov 30 16:43:28 +0000 2017,@137295 Yassssss! Can't wait to see you! :),,97404
97405,McDonalds,FALSE,Thu Nov 30 16:34:29 +0000 2017,@137296 Alert! We have a McD's emergency.  Get Josh McDonald's stat!,,97406
97407,McDonalds,FALSE,Thu Nov 30 16:34:00 +0000 2017,@137297 Catching 'em all is hungry work! Don't forget to grab some lunch while you're hunting!,,97408
97409,McDonalds,FALSE,Thu Nov 30 16:33:29 +0000 2017,"@137298 Hey, Trey! Itâ€™s back and â€˜saucesomeâ€™ at participating locations. Ask your local McDonaldâ€™s to see where you can get your McRib on.",,97410
97411,McDonalds,FALSE,Thu Nov 30 16:33:29 +0000 2017,@137299 Lucky you! Looks like your day is off to a saucy start! :),,97412
97413,McDonalds,FALSE,Thu Nov 30 16:03:27 +0000 2017,@137300 The response to Szechuan Sauce was out of this world! Weâ€™re bringing it back across the US this winter to make sure more people can enjoy.,97414,97415
97416,McDonalds,FALSE,Thu Nov 30 15:58:25 +0000 2017,"@137301 Szechuan Sauce isnâ€™t coming back for good, but it will be back again this winter in larger quantities, more sauce available in all US locations. Stay tuned!",,97417
102711,McDonalds,FALSE,Thu Nov 30 17:28:29 +0000 2017,@138571 Thanks! Keepinâ€™ it real is our top priority :),,102712
102713,McDonalds,FALSE,Thu Nov 30 17:28:29 +0000 2017,@138572 We hear you Reno! Whoâ€™s in charge of â€œOperation: Get Reno a McRib?â€,,102714
102715,McDonalds,FALSE,Thu Nov 30 17:13:27 +0000 2017,"@138573 Love is in the eye of the beholder, so we hope youâ€™ll get to be holdinâ€™ more Hash Browns soon.",,102716
102717,McDonalds,FALSE,Thu Nov 30 17:08:27 +0000 2017,"@138574 Hey, Rodrigo! The best fans in the multiverse deserve more Szechuan Sauce. A larger quantity is coming to all locations across the US.",,102718
102719,McDonalds,FALSE,Thu Nov 30 17:08:27 +0000 2017,@138575 Thanks for sharing the love Alexis! The Fresh Baked Cookies ARE pretty awesome.,,102720
102721,McDonalds,FALSE,Thu Nov 30 17:03:29 +0000 2017,"@138576 We're glad you enjoy the pies, Ashley! We hope you visit us soon!",,102722
102723,McDonalds,FALSE,Thu Nov 30 16:58:23 +0000 2017,@138577 Sounds good to us! We are always craving the opportunity to see more of you â¤,,102724
150284,McDonalds,FALSE,Fri Nov 24 15:13:25 +0000 2017,"@150275 Adonis, show us your McRib love and compete to win the Last McRib of the Season! See Official Rules at https://t.co/R4AuUj4G6z",,150285
154720,McDonalds,FALSE,Fri Nov 24 16:53:45 +0000 2017,"@151466 We're glad you enjoyed your visit, Danny! We hope you swing by again soon!",,154721
154722,McDonalds,FALSE,Fri Nov 24 16:53:45 +0000 2017,@151467 #AllDayBreakfast to the rescue!,,154723
154724,McDonalds,FALSE,Fri Nov 24 16:38:24 +0000 2017,@151468 We hear you! Whoâ€™s in charge of â€œOperation: Get Bri a McFlurry?â€,154725,154726
154727,McDonalds,FALSE,Fri Nov 24 16:38:24 +0000 2017,"@151470 We're glad you enjoy using the mobile app, Cyrus! We look forward to seeing you soon!",,154728
154730,McDonalds,FALSE,Fri Nov 24 16:38:24 +0000 2017,"@151471 We understand how you feel, Michayla! We are craving the opportunity to see more of you soon. :)",,154731
154732,McDonalds,FALSE,Fri Nov 24 15:33:28 +0000 2017,"@151472 Sorry for the lack of dressings on your Big Mac, Luis! We want our customers to enjoy our food! Come back soon so we can make this right by you. Thanks!",,154733
159975,McDonalds,FALSE,Fri Nov 24 18:28:29 +0000 2017,"@152855 Score! Daysha, thanks for stopping by. Hope we get another chance to see you soon. :)",,159976
159977,McDonalds,FALSE,Fri Nov 24 18:23:24 +0000 2017,"@152856 We're looking forward to you stopping in to see us soon, Charles!",,159978
159979,McDonalds,FALSE,Fri Nov 24 18:18:29 +0000 2017,"@152857 Treat yourself, Clarissa! We can't wait to see you again!",,159980
159981,McDonalds,FALSE,Fri Nov 24 18:03:27 +0000 2017,"@152858 Thanks for reaching out, Louis! Unfortunately we canâ€™t review outside ideas, as McDonaldâ€™s internal policies do not allow it.","159,982,159,983,159,000",92389
159987,McDonalds,FALSE,Fri Nov 24 18:03:27 +0000 2017,"@152863 Yay! 3 cheers for Karl! If only we could all be so lucky, Molly :)",,159988
159989,McDonalds,FALSE,Fri Nov 24 17:58:24 +0000 2017,"@152864 Yaaassss! ðŸ™Œ We're looking forward to seeing you soon, Braden.",,159990
159992,McDonalds,FALSE,Fri Nov 24 17:38:26 +0000 2017,"@152865 Thanks, Kay! Coke + us is just the perfect match!",,159993
159994,McDonalds,FALSE,Fri Nov 24 17:23:27 +0000 2017,"@152866 Sounds like you have great taste, Kayla! Come back soon!",,159995
159996,McDonalds,FALSE,Fri Nov 24 17:18:25 +0000 2017,"@152867 Hi, Sean! Menu items vary by restaurant and/or franchisee. You should let your local restaurant know that you want Chicken McGriddles on the menu!",,159997
164562,McDonalds,FALSE,Fri Nov 24 19:53:23 +0000 2017,"@154135 Marisa, they say good things come to those who waitâ€”but everyone knows even better things come to those who act fast! See you soon. :)",,164563
164564,McDonalds,FALSE,Fri Nov 24 19:53:23 +0000 2017,"@154136 Compete to win the Last McRib of the Season by showing off your McRib love, John! See Official Rules at https://t.co/R4AuUj4G6z",,164565
164566,McDonalds,FALSE,Fri Nov 24 19:53:23 +0000 2017,"@154137 Sam, we're thankful every day we get to see you!",,164567
164568,McDonalds,FALSE,Fri Nov 24 19:53:23 +0000 2017,@154138 We're glad enjoyed the Diet Coke! We look forward to seeing you again soon!,164569,164570
164571,McDonalds,FALSE,Fri Nov 24 19:48:28 +0000 2017,"@154139 Yes it is, Elias! We're looking forward to seeing you soon. ðŸ˜",,164572
164573,McDonalds,FALSE,Fri Nov 24 19:38:27 +0000 2017,"@154140 Jennifer, show off your love for the McRib! Compete to win the Last Mcrib of the Season. See Official Rules at https://t.co/R4AuUj4G6z",,164574
164575,McDonalds,FALSE,Fri Nov 24 19:38:27 +0000 2017,"@154141 We're just following their recipe, Claudine, but maybe when two great things like McD's and Sprite are combined- itâ€™s straight up delicious!",,164576
164577,McDonalds,FALSE,Fri Nov 24 19:23:27 +0000 2017,"@154142 Great to hear you enjoyed your experience, RJ! Come back soon!",,164578
164579,McDonalds,FALSE,Fri Nov 24 19:08:24 +0000 2017,"@154143 Heather, let's see your McRib love! Compete to win the Last McRib of the Season! See Official Rules at https://t.co/R4AuUj4G6z",,164580
164581,McDonalds,FALSE,Fri Nov 24 19:08:24 +0000 2017,"@154144 Thanks, Deem! You + McDonald's Sprite = the perfect match!",,164582
164583,McDonalds,FALSE,Fri Nov 24 19:03:27 +0000 2017,"@154145 Itâ€™s all about options, Ray! Drive-thru, counter or kiosk, weâ€™re working to offer multiple ways to order your favorite items. :)",,164584
164585,McDonalds,FALSE,Fri Nov 24 18:58:31 +0000 2017,"@154146 Jordan, thanks for making our day! We're always happy to see you. :)",,164586
164587,McDonalds,FALSE,Fri Nov 24 18:48:24 +0000 2017,"@154147 Sounds like you have great taste, Jamie. Let us satisfy your craving!",,164588
164589,McDonalds,FALSE,Fri Nov 24 18:43:29 +0000 2017,"@154148 Franklin, we're glad you stopped by!  We look forward to seeing you again soon!",,164590
169349,McDonalds,FALSE,Fri Nov 24 21:08:27 +0000 2017,"@155432 SCORE! Ryuji, now that makes for a good day. :)",,169350
169351,McDonalds,FALSE,Fri Nov 24 21:03:27 +0000 2017,"@155433 Thanks, Alexis! Coke + us is just the perfect match!",,169352
169353,McDonalds,FALSE,Fri Nov 24 20:43:28 +0000 2017,"@155434 Aw, thatâ€™s so sweet! Weâ€™ll be sure to tell David next time we see him! :)",,169354
169355,McDonalds,FALSE,Fri Nov 24 20:43:28 +0000 2017,"@155435 Thanks for the shout-out! You've got fabulous taste, Beth. :)",,169356
169357,McDonalds,FALSE,Fri Nov 24 20:33:27 +0000 2017,"@155436 It's back right now, Des! But only for a limited time. ðŸ™‚ Download the #McRibFinderApp on iOS ro Android to find one near you!",,169358
169359,McDonalds,FALSE,Fri Nov 24 20:28:27 +0000 2017,"@155437 Jaylen, itâ€™s like that old saying, â€œThe stomach wants what the stomach wantsâ€. Hope to see you soon!",,169360
169361,McDonalds,FALSE,Fri Nov 24 20:28:27 +0000 2017,"@155438 We think McDonald's breakfast is good all day, every day! #AllDayBreakfast",,169362
169363,McDonalds,FALSE,Fri Nov 24 20:28:27 +0000 2017,"@155439 Sounds good to us, Dexter! We are always craving the opportunity to see more of you. :)",,169364
169365,McDonalds,FALSE,Fri Nov 24 20:03:29 +0000 2017,@155440 Alert! We have a McDâ€™s emergency! Someone get Cait a Coke stat!,,169366
173289,McDonalds,FALSE,Fri Nov 24 22:38:29 +0000 2017,@156553 Does that mean we'll be seeing you soon? Come visit anytime!,,173290
173291,McDonalds,FALSE,Fri Nov 24 22:23:23 +0000 2017,"@156554 Thatâ€™s cool, Kyla! Itâ€™s like the old saying goes, â€œThe stomach wants what the stomach wants.""",,173292
173293,McDonalds,FALSE,Fri Nov 24 22:23:23 +0000 2017,"@156555 Hi there, Joshua! We sometimes remove menu items to make room for new choices for our customers. We understand you might be upset when a favorite menu item is removed, but hope you can find something else on the menu that satisfies your taste buds!",,173294
173296,McDonalds,FALSE,Fri Nov 24 22:18:25 +0000 2017,"@156556 Hey, Adam! We know that sometimes you get a Big Mac attack bright and early. For now, weâ€™re continuing to offer our full breakfast menu until 10:30 and our lunch menu + All Day Breakfast items afterward.",,173297
173298,McDonalds,FALSE,Fri Nov 24 22:03:25 +0000 2017,"@156557 Sorry about that, Cody! Seems like everyone loves them just as much as we do. Weâ€™re restocking as soon as we can!",,173299
173300,McDonalds,FALSE,Fri Nov 24 22:03:25 +0000 2017,@156558 Looks like you've got great taste! Hope to see you again soon.,173301,173302
173303,McDonalds,FALSE,Fri Nov 24 21:58:28 +0000 2017,"@156559 Sounds sweet, Mia! Come on by and let us add an icy treat to your day!",,173304
173305,McDonalds,FALSE,Fri Nov 24 21:58:28 +0000 2017,"@156560 Look at us! A couple of night owls! We hope you have another chance to order soon, no matter what time it is. :)",,173306
173309,McDonalds,FALSE,Fri Nov 24 21:43:29 +0000 2017,"@156561 Why deny yourself, JaKeiveance? We can't wait to see you soon!",,173310
176285,McDonalds,FALSE,Sat Nov 25 00:28:25 +0000 2017,"@157473 Our fountain Sprite at McDonald's is pretty refreshing, Lai. We'll see you soon.",,176286
176287,McDonalds,FALSE,Sat Nov 25 00:18:28 +0000 2017,"@157474 We wouldn't be awesome without people like you, Jake! We hope to see you again soon.",,176288
176289,McDonalds,FALSE,Sat Nov 25 00:03:29 +0000 2017,"@157475 Good news, Victor! Theyâ€™ll be back in stores 12/28! Get your dipping hand ready.",176290,176291
176292,McDonalds,FALSE,Sat Nov 25 00:03:29 +0000 2017,@157477 Sounds good to us! Let us make your day sweeter. :),,176293
176294,McDonalds,FALSE,Fri Nov 24 23:58:26 +0000 2017,@157478 Who knew Andrea would be such a fan? Thankful for you!,,176295
176296,McDonalds,FALSE,Fri Nov 24 23:58:26 +0000 2017,"@157479 Stop it, Quenten, you're making us hungry! We'll see you soon. :)","176,297,176,298",176299
176300,McDonalds,FALSE,Fri Nov 24 23:58:26 +0000 2017,"@157480 Alert! We have a McDâ€™s emergency, Gabe! Lydia needs some french fries, stat!",,176301
176302,McDonalds,FALSE,Fri Nov 24 23:58:26 +0000 2017,"@157481 Hey Logan, thanks for the love. Right back at you!",,176303
